"shoulder injuri",2,"shoulder","injuri"
"shout out",2,"shout","out"
"show ball",2,"show","ball"
"show best",2,"show","best"
"show big",2,"show","big"
"show book",2,"show","book"
"show busi",2,"show","busi"
"show credit",2,"show","credit"
"show even",2,"show","even"
"show guy",2,"show","guy"
"show hors",2,"show","hors"
"show life",2,"show","life"
"show lost",2,"show","lost"
"show mark",2,"show","mark"
"show much",2,"show","much"
"show percent",2,"show","percent"
"show pictur",2,"show","pictur"
"show play",2,"show","play"
"show pm",2,"show","pm"
"show sound",2,"show","sound"
"show start",2,"show","start"
"show team",2,"show","team"
"show three",2,"show","three"
"show true",2,"show","true"
"show two",2,"show","two"
"show week",2,"show","week"
"shower bath",2,"shower","bath"
"shrimp smoothi",2,"shrimp","smoothi"
"shut door",2,"shut","door"
"shuttl will",2,"shuttl","will"
"si annika",2,"si","annika"
"sick feel",2,"sick","feel"
"side along",2,"side","along"
"side golden",2,"side","golden"
"side road",2,"side","road"
"side room",2,"side","room"
"side say",2,"side","say"
"side sit",2,"side","sit"
"side street",2,"side","street"
"side top",2,"side","top"
"sideway glanc",2,"sideway","glanc"
"sigh deepli",2,"sigh","deepli"
"sigh relief",2,"sigh","relief"
"sign bonus",2,"sign","bonus"
"sign contract",2,"sign","contract"
"sign like",2,"sign","like"
"sign marcus",2,"sign","marcus"
"sign said",2,"sign","said"
"signatur dish",2,"signatur","dish"
"sil live",2,"sil","live"
"sil work",2,"sil","work"
"silicon valley",2,"silicon","valley"
"silk color",2,"silk","color"
"silver creek",2,"silver","creek"
"silver dollar",2,"silver","dollar"
"silver say",2,"silver","say"
"sim card",2,"sim","card"
"similar size",2,"similar","size"
"similar stori",2,"similar","stori"
"simpl concept",2,"simpl","concept"
"simpl just",2,"simpl","just"
"simpl stori",2,"simpl","stori"
"simpl way",2,"simpl","way"
"simpl yet",2,"simpl","yet"
"simpli beauti",2,"simpli","beauti"
"simpli incompat",2,"simpli","incompat"
"simpli like",2,"simpli","like"
"simpli mean",2,"simpli","mean"
"simpli say",2,"simpli","say"
"sinc came",2,"sinc","came"
"sinc go",2,"sinc","go"
"sinc govern",2,"sinc","govern"
"sinc great",2,"sinc","great"
"sinc havent",2,"sinc","havent"
"sinc jan",2,"sinc","jan"
"sinc juli",2,"sinc","juli"
"sinc may",2,"sinc","may"
"sinc move",2,"sinc","move"
"sinc news",2,"sinc","news"
"sinc one",2,"sinc","one"
"sinc pay",2,"sinc","pay"
"sinc readi",2,"sinc","readi"
"sinc said",2,"sinc","said"
"sinc season",2,"sinc","season"
"sinc spring",2,"sinc","spring"
"sinc start",2,"sinc","start"
"sinc took",2,"sinc","took"
"sinc u",2,"sinc","u"
"sinc way",2,"sinc","way"
"sinc will",2,"sinc","will"
"sinc year",2,"sinc","year"
"sinclair year",2,"sinclair","year"
"sing prais",2,"sing","prais"
"singer will",2,"singer","will"
"singl im",2,"singl","im"
"singl mom",2,"singl","mom"
"singl second",2,"singl","second"
"singl time",2,"singl","time"
"singl win",2,"singl","win"
"singlegam ticket",2,"singlegam","ticket"
"sinhales buddhist",2,"sinhales","buddhist"
"sink titan",2,"sink","titan"
"sir go",2,"sir","go"
"sir ill",2,"sir","ill"
"sister will",2,"sister","will"
"sit back",2,"sit","back"
"sit can",2,"sit","can"
"sit chat",2,"sit","chat"
"sit church",2,"sit","church"
"sit next",2,"sit","next"
"sit outsid",2,"sit","outsid"
"sit potti",2,"sit","potti"
"site call",2,"site","call"
"site first",2,"site","first"
"site game",2,"site","game"
"site look",2,"site","look"
"site place",2,"site","place"
"site though",2,"site","though"
"site today",2,"site","today"
"situat chang",2,"situat","chang"
"situat find",2,"situat","find"
"situat last",2,"situat","last"
"situat mention",2,"situat","mention"
"situat wors",2,"situat","wors"
"six day",2,"six","day"
"six runner",2,"six","runner"
"six time",2,"six","time"
"sixth inning",2,"sixth","inning"
"sketch challeng",2,"sketch","challeng"
"skill center",2,"skill","center"
"skill like",2,"skill","like"
"skillet mediumhigh",2,"skillet","mediumhigh"
"skin doesnt",2,"skin","doesnt"
"skin u",2,"skin","u"
"slave trade",2,"slave","trade"
"sleep best",2,"sleep","best"
"sleep get",2,"sleep","get"
"sleep like",2,"sleep","like"
"sleep night",2,"sleep","night"
"sleep pill",2,"sleep","pill"
"sleep roommat",2,"sleep","roommat"
"sleep sleep",2,"sleep","sleep"
"sleep stage",2,"sleep","stage"
"sleep time",2,"sleep","time"
"sleepless night",2,"sleepless","night"
"sleev hem",2,"sleev","hem"
"slice inch",2,"slice","inch"
"slight improv",2,"slight","improv"
"slim chanc",2,"slim","chanc"
"slim lead",2,"slim","lead"
"slowli regain",2,"slowli","regain"
"small area",2,"small","area"
"small bag",2,"small","bag"
"small batch",2,"small","batch"
"small way",2,"small","way"
"smart phone",2,"smart","phone"
"smartphon tablet",2,"smartphon","tablet"
"smash face",2,"smash","face"
"smell like",2,"smell","like"
"smile want",2,"smile","want"
"smith took",2,"smith","took"
"smoke marijuana",2,"smoke","marijuana"
"smooth surfac",2,"smooth","surfac"
"sneak peek",2,"sneak","peek"
"soccer game",2,"soccer","game"
"social life",2,"social","life"
"social more",2,"social","more"
"societi peopl",2,"societi","peopl"
"sock puppet",2,"sock","puppet"
"soft babi",2,"soft","babi"
"softwar compani",2,"softwar","compani"
"softwar firm",2,"softwar","firm"
"solar wind",2,"solar","wind"
"sold euro",2,"sold","euro"
"solo project",2,"solo","project"
"solut involv",2,"solut","involv"
"solut made",2,"solut","made"
"solv problem",2,"solv","problem"
"somebodi els",2,"somebodi","els"
"somebodi give",2,"somebodi","give"
"somehow made",2,"somehow","made"
"someon can",2,"someon","can"
"someon hous",2,"someon","hous"
"someon just",2,"someon","just"
"someon make",2,"someon","make"
"someon name",2,"someon","name"
"someon run",2,"someon","run"
"someon said",2,"someon","said"
"someon special",2,"someon","special"
"someon tri",2,"someon","tri"
"somerset hous",2,"somerset","hous"
"someth amaz",2,"someth","amaz"
"someth big",2,"someth","big"
"someth bigger",2,"someth","bigger"
"someth can",2,"someth","can"
"someth come",2,"someth","come"
"someth complet",2,"someth","complet"
"someth desir",2,"someth","desir"
"someth differ",2,"someth","differ"
"someth done",2,"someth","done"
"someth hes",2,"someth","hes"
"someth import",2,"someth","import"
"someth just",2,"someth","just"
"someth long",2,"someth","long"
"someth love",2,"someth","love"
"someth make",2,"someth","make"
"someth never",2,"someth","never"
"someth nice",2,"someth","nice"
"someth quit",2,"someth","quit"
"someth real",2,"someth","real"
"someth say",2,"someth","say"
"someth show",2,"someth","show"
"someth sinist",2,"someth","sinist"
"someth think",2,"someth","think"
"someth tri",2,"someth","tri"
"someth use",2,"someth","use"
"someth wrong",2,"someth","wrong"
"sometim appear",2,"sometim","appear"
"sometim last",2,"sometim","last"
"sometim like",2,"sometim","like"
"sometim much",2,"sometim","much"
"sometim necessari",2,"sometim","necessari"
"sometim next",2,"sometim","next"
"sometim seem",2,"sometim","seem"
"sometim think",2,"sometim","think"
"sometim work",2,"sometim","work"
"somewhat disappoint",2,"somewhat","disappoint"
"somewher along",2,"somewher","along"
"somewher inbetween",2,"somewher","inbetween"
"son god",2,"son","god"
"son late",2,"son","late"
"son like",2,"son","like"
"son man",2,"son","man"
"son mason",2,"son","mason"
"son peter",2,"son","peter"
"son start",2,"son","start"
"song also",2,"song","also"
"song bring",2,"song","bring"
"song describ",2,"song","describ"
"song like",2,"song","like"
"song love",2,"song","love"
"song moment",2,"song","moment"
"song still",2,"song","still"
"song thank",2,"song","thank"
"soon becam",2,"soon","becam"
"soon get",2,"soon","get"
"soon now",2,"soon","now"
"soon said",2,"soon","said"
"soon well",2,"soon","well"
"sore throat",2,"sore","throat"
"sorri dont",2,"sorri","dont"
"sorri havent",2,"sorri","havent"
"sorri im",2,"sorri","im"
"sorri late",2,"sorri","late"
"sorri meant",2,"sorri","meant"
"sorri p",2,"sorri","p"
"sorri say",2,"sorri","say"
"sort detail",2,"sort","detail"
"soul just",2,"soul","just"
"soul search",2,"soul","search"
"sound asleep",2,"sound","asleep"
"sound effect",2,"sound","effect"
"sound music",2,"sound","music"
"soup bowl",2,"soup","bowl"
"sourc direct",2,"sourc","direct"
"sourc materi",2,"sourc","materi"
"sourc said",2,"sourc","said"
"sourc told",2,"sourc","told"
"south jersey",2,"south","jersey"
"south korean",2,"south","korean"
"south lindbergh",2,"south","lindbergh"
"south norwalk",2,"south","norwalk"
"south plant",2,"south","plant"
"south wall",2,"south","wall"
"south west",2,"south","west"
"southeast portland",2,"southeast","portland"
"southeastern confer",2,"southeastern","confer"
"southern coast",2,"southern","coast"
"southern star",2,"southern","star"
"southwest portland",2,"southwest","portland"
"sox game",2,"sox","game"
"space front",2,"space","front"
"space shuttl",2,"space","shuttl"
"spanish english",2,"spanish","english"
"speak english",2,"speak","english"
"speak mani",2,"speak","mani"
"speak mind",2,"speak","mind"
"speak much",2,"speak","much"
"speak right",2,"speak","right"
"special charact",2,"special","charact"
"special educ",2,"special","educ"
"special effect",2,"special","effect"
"special friend",2,"special","friend"
"special session",2,"special","session"
"special thing",2,"special","thing"
"specialti roll",2,"specialti","roll"
"spectrum auction",2,"spectrum","auction"
"speed minut",2,"speed","minut"
"speed mph",2,"speed","mph"
"spend much",2,"spend","much"
"spend qualiti",2,"spend","qualiti"
"spend three",2,"spend","three"
"spend whole",2,"spend","whole"
"spent afternoon",2,"spent","afternoon"
"spent even",2,"spent","even"
"spent million",2,"spent","million"
"spent minut",2,"spent","minut"
"spent rest",2,"spent","rest"
"spinal stenosi",2,"spinal","stenosi"
"spiritu chronolog",2,"spiritu","chronolog"
"split two",2,"split","two"
"spokesman can",2,"spokesman","can"
"sponsor bill",2,"sponsor","bill"
"sponsor rep",2,"sponsor","rep"
"sport author",2,"sport","author"
"sport illustr",2,"sport","illustr"
"sport network",2,"sport","network"
"spot peopl",2,"spot","peopl"
"spous sparrow",2,"spous","sparrow"
"spray paint",2,"spray","paint"
"spread throughout",2,"spread","throughout"
"spring class",2,"spring","class"
"spring one",2,"spring","one"
"spring season",2,"spring","season"
"spring time",2,"spring","time"
"spring weather",2,"spring","weather"
"sprinkl ground",2,"sprinkl","ground"
"sprint cup",2,"sprint","cup"
"spur econom",2,"spur","econom"
"sq metr",2,"sq","metr"
"squar block",2,"squar","block"
"squash seed",2,"squash","seed"
"squeezi tube",2,"squeezi","tube"
"st amend",2,"st","amend"
"st centuri",2,"st","centuri"
"st clair",2,"st","clair"
"st franci",2,"st","franci"
"st new",2,"st","new"
"st paddi",2,"st","paddi"
"st peter",2,"st","peter"
"st phoenix",2,"st","phoenix"
"st teresa",2,"st","teresa"
"stabl condit",2,"stabl","condit"
"stadium author",2,"stadium","author"
"staff includ",2,"staff","includ"
"staff sgt",2,"staff","sgt"
"stage area",2,"stage","area"
"stage eye",2,"stage","eye"
"stage puppet",2,"stage","puppet"
"stage sleep",2,"stage","sleep"
"stain shirt",2,"stain","shirt"
"stainless steel",2,"stainless","steel"
"stake game",2,"stake","game"
"stamp play",2,"stamp","play"
"stand front",2,"stand","front"
"stand ground",2,"stand","ground"
"stand kit",2,"stand","kit"
"stand like",2,"stand","like"
"stand right",2,"stand","right"
"stand way",2,"stand","way"
"standard live",2,"standard","live"
"standard poor",2,"standard","poor"
"standard test",2,"standard","test"
"stanford univers",2,"stanford","univers"
"stanley cup",2,"stanley","cup"
"star child",2,"star","child"
"star feel",2,"star","feel"
"star seri",2,"star","seri"
"star trek",2,"star","trek"
"start anoth",2,"start","anoth"
"start busi",2,"start","busi"
"start collect",2,"start","collect"
"start earli",2,"start","earli"
"start fall",2,"start","fall"
"start figur",2,"start","figur"
"start follow",2,"start","follow"
"start four",2,"start","four"
"start game",2,"start","game"
"start head",2,"start","head"
"start hurt",2,"start","hurt"
"start left",2,"start","left"
"start line",2,"start","line"
"start make",2,"start","make"
"start next",2,"start","next"
"start project",2,"start","project"
"start rub",2,"start","rub"
"start seri",2,"start","seri"
"start simpli",2,"start","simpli"
"start spread",2,"start","spread"
"start stop",2,"start","stop"
"start tear",2,"start","tear"
"start think",2,"start","think"
"start thursday",2,"start","thursday"
"start train",2,"start","train"
"start wander",2,"start","wander"
"start wear",2,"start","wear"
"start weekend",2,"start","weekend"
"start wonder",2,"start","wonder"
"start write",2,"start","write"
"state affair",2,"state","affair"
"state also",2,"state","also"
"state appli",2,"state","appli"
"state attorney",2,"state","attorney"
"state california",2,"state","california"
"state control",2,"state","control"
"state cut",2,"state","cut"
"state end",2,"state","end"
"state feder",2,"state","feder"
"state get",2,"state","get"
"state health",2,"state","health"
"state hous",2,"state","hous"
"state lawmak",2,"state","lawmak"
"state legisl",2,"state","legisl"
"state legislatur",2,"state","legislatur"
"state like",2,"state","like"
"state local",2,"state","local"
"state lost",2,"state","lost"
"state mandat",2,"state","mandat"
"state may",2,"state","may"
"state medic",2,"state","medic"
"state mind",2,"state","mind"
"state money",2,"state","money"
"state nation",2,"state","nation"
"state prison",2,"state","prison"
"state record",2,"state","record"
"state rule",2,"state","rule"
"state senat",2,"state","senat"
"state spend",2,"state","spend"
"state test",2,"state","test"
"state two",2,"state","two"
"state wildlif",2,"state","wildlif"
"state won",2,"state","won"
"state work",2,"state","work"
"station two",2,"station","two"
"statist can",2,"statist","can"
"status quo",2,"status","quo"
"stay away",2,"stay","away"
"stay close",2,"stay","close"
"stay know",2,"stay","know"
"stay lineup",2,"stay","lineup"
"stay longer",2,"stay","longer"
"stay one",2,"stay","one"
"stay right",2,"stay","right"
"stay said",2,"stay","said"
"stay shade",2,"stay","shade"
"steak hous",2,"steak","hous"
"steal money",2,"steal","money"
"steep hill",2,"steep","hill"
"steep slope",2,"steep","slope"
